row,sequence,column,tile_id,palette_id,abbreviation,palette_name,sku,piece_type,piece_fraction
12,15,15,placement-000498,P02,W,White,,full,1.000000
12,16,16,placement-000499,P02,W,White,,full,1.000000
12,17,17,placement-000500,P02,W,White,,full,1.000000
12,18,18,placement-000501,P02,W,White,,full,1.000000
12,19,19,placement-000502,P01,B,Black,,full,1.000000
12,20,20,placement-000503,P01,B,Black,,full,1.000000
12,21,21,placement-000504,P01,B,Black,,full,1.000000
12,22,22,placement-000505,P01,B,Black,,full,1.000000
12,23,23,placement-000506,P01,B,Black,,full,1.000000
12,24,24,placement-000507,P01,B,Black,,full,1.000000
12,25,25,placement-000508,P01,B,Black,,full,1.000000
12,26,26,placement-000509,P01,B,Black,,full,1.000000
12,27,27,placement-000510,P02,W,White,,full,1.000000
12,28,28,placement-000511,P02,W,White,,full,1.000000
12,29,29,placement-000512,P02,W,White,,full,1.000000
12,30,30,placement-000513,P02,W,White,,full,1.000000
12,31,31,placement-000514,P02,W,White,,full,1.000000
12,32,32,placement-000515,P02,W,White,,full,1.000000
12,33,33,placement-000516,P02,W,White,,full,1.000000
12,34,34,placement-000517,P01,B,Black,,full,1.000000
12,35,35,placement-000518,P01,B,Black,,full,1.000000
12,36,36,placement-000519,P01,B,Black,,full,1.000000
12,37,37,placement-000520,P01,B,Black,,full,1.000000
12,38,38,placement-000521,P01,B,Black,,full,1.000000
12,39,39,placement-000522,P01,B,Black,,full,1.000000
12,40,40,placement-000523,P02,W,White,,full,1.000000
12,41,41,placement-000524,P02,W,White,,full,1.000000
12,42,42,placement-000525,P02,W,White,,full,1.000000
12,43,43,placement-000526,P02,W,White,,full,1.000000
12,44,44,placement-000527,P02,W,White,,edge_cut,0.362142
13,1,1,placement-000528,P02,W,White,,edge_cut,0.362142
13,2,2,placement-000529,P02,W,White,,full,1.000000
13,3,3,placement-000530,P02,W,White,,full,1.000000
13,4,4,placement-000531,P02,W,White,,full,1.000000
13,5,5,placement-000532,P02,W,White,,full,1.000000
13,6,6,placement-000533,P01,B,Black,,full,1.000000
13,7,7,placement-000534,P01,B,Black,,full,1.000000
13,8,8,placement-000535,P01,B,Black,,full,1.000000
13,9,9,placement-000536,P01,B,Black,,full,1.000000
13,10,10,placement-000537,P02,W,White,,full,1.000000
13,11,11,placement-000538,P02,W,White,,full,1.000000
13,12,12,placement-000539,P02,W,White,,full,1.000000
13,13,13,placement-000540,P02,W,White,,full,1.000000
13,14,14,placement-000541,P02,W,White,,full,1.000000
13,15,15,placement-000542,P02,W,White,,full,1.000000
13,16,16,placement-000543,P02,W,White,,full,1.000000
13,17,17,placement-000544,P02,W,White,,full,1.000000
13,18,18,placement-000545,P02,W,White,,full,1.000000
13,19,19,placement-000546,P02,W,White,,full,1.000000
13,20,20,placement-000547,P01,B,Black,,full,1.000000
13,21,21,placement-000548,P01,B,Black,,full,1.000000
13,22,22,placement-000549,P01,B,Black,,full,1.000000
13,23,23,placement-000550,P01,B,Black,,full,1.000000
13,24,24,placement-000551,P01,B,Black,,full,1.000000
13,25,25,placement-000552,P01,B,Black,,full,1.000000
13,26,26,placement-000553,P01,B,Black,,full,1.000000
13,27,27,placement-000554,P01,B,Black,,full,1.000000
13,28,28,placement-000555,P02,W,White,,full,1.000000
13,29,29,placement-000556,P02,W,White,,full,1.000000
13,30,30,placement-000557,P02,W,White,,full,1.000000
13,31,31,placement-000558,P02,W,White,,full,1.000000
13,32,32,placement-000559,P02,W,White,,full,1.000000
13,33,33,placement-000560,P02,W,White,,full,1.000000
13,34,34,placement-000561,P02,W,White,,full,1.000000
13,35,35,placement-000562,P01,B,Black,,full,1.000000
13,36,36,placement-000563,P01,B,Black,,full,1.000000
13,37,37,placement-000564,P01,B,Black,,full,1.000000
13,38,38,placement-000565,P01,B,Black,,full,1.000000
13,39,39,placement-000566,P01,B,Black,,full,1.000000
13,40,40,placement-000567,P01,B,Black,,full,1.000000
13,41,41,placement-000568,P02,W,White,,full,1.000000
13,42,42,placement-000569,P02,W,White,,full,1.000000
13,43,43,placement-000570,P02,W,White,,full,1.000000
13,44,44,placement-000571,P02,W,White,,edge_cut,0.943848
14,1,1,placement-000572,P02,W,White,,edge_cut,0.943848
14,2,2,placement-000573,P02,W,White,,full,1.000000
14,3,3,placement-000574,P02,W,White,,full,1.000000
14,4,4,placement-000575,P02,W,White,,full,1.000000
14,5,5,placement-000576,P01,B,Black,,full,1.000000
14,6,6,placement-000577,P01,B,Black,,full,1.000000
14,7,7,placement-000578,P01,B,Black,,full,1.000000
14,8,8,placement-000579,P01,B,Black,,full,1.000000
14,9,9,placement-000580,P02,W,White,,full,1.000000
14,10,10,placement-000581,P02,W,White,,full,1.000000
14,11,11,placement-000582,P02,W,White,,full,1.000000
14,12,12,placement-000583,P02,W,White,,full,1.000000
14,13,13,placement-000584,P02,W,White,,full,1.000000
14,14,14,placement-000585,P02,W,White,,full,1.000000
14,15,15,placement-000586,P02,W,White,,full,1.000000
14,16,16,placement-000587,P02,W,White,,full,1.000000
14,17,17,placement-000588,P02,W,White,,full,1.000000
14,18,18,placement-000589,P02,W,White,,full,1.000000
14,19,19,placement-000590,P02,W,White,,full,1.000000
14,20,20,placement-000591,P01,B,Black,,full,1.000000
14,21,21,placement-000592,P01,B,Black,,full,1.000000
14,22,22,placement-000593,P01,B,Black,,full,1.000000
14,23,23,placement-000594,P01,B,Black,,full,1.000000
14,24,24,placement-000595,P01,B,Black,,full,1.000000
14,25,25,placement-000596,P01,B,Black,,full,1.000000
14,26,26,placement-000597,P01,B,Black,,full,1.000000
14,27,27,placement-000598,P01,B,Black,,full,1.000000
14,28,28,placement-000599,P02,W,White,,full,1.000000
14,29,29,placement-000600,P02,W,White,,full,1.000000
14,30,30,placement-000601,P02,W,White,,full,1.000000
14,31,31,placement-000602,P02,W,White,,full,1.000000
14,32,32,placement-000603,P02,W,White,,full,1.000000
14,33,33,placement-000604,P02,W,White,,full,1.000000
14,34,34,placement-000605,P02,W,White,,full,1.000000
14,35,35,placement-000606,P01,B,Black,,full,1.000000
14,36,36,placement-000607,P01,B,Black,,full,1.000000
14,37,37,placement-000608,P01,B,Black,,full,1.000000
14,38,38,placement-000609,P01,B,Black,,full,1.000000
14,39,39,placement-000610,P01,B,Black,,full,1.000000
14,40,40,placement-000611,P01,B,Black,,full,1.000000
14,41,41,placement-000612,P02,W,White,,full,1.000000
14,42,42,placement-000613,P02,W,White,,full,1.000000
14,43,43,placement-000614,P02,W,White,,full,1.000000
14,44,44,placement-000615,P02,W,White,,edge_cut,0.362142
15,1,1,placement-000616,P02,W,White,,edge_cut,0.362142
15,2,2,placement-000617,P02,W,White,,full,1.000000
15,3,3,placement-000618,P02,W,White,,full,1.000000
15,4,4,placement-000619,P02,W,White,,full,1.000000
15,5,5,placement-000620,P01,B,Black,,full,1.000000
15,6,6,placement-000621,P01,B,Black,,full,1.000000
15,7,7,placement-000622,P01,B,Black,,full,1.000000
15,8,8,placement-000623,P01,B,Black,,full,1.000000
15,9,9,placement-000624,P02,W,White,,full,1.000000
15,10,10,placement-000625,P02,W,White,,full,1.000000
15,11,11,placement-000626,P02,W,White,,full,1.000000
15,12,12,placement-000627,P02,W,White,,full,1.000000
15,13,13,placement-000628,P02,W,White,,full,1.000000
15,14,14,placement-000629,P02,W,White,,full,1.000000
15,15,15,placement-000630,P02,W,White,,full,1.000000
15,16,16,placement-000631,P02,W,White,,full,1.000000
15,17,17,placement-000632,P02,W,White,,full,1.000000
15,18,18,placement-000633,P02,W,White,,full,1.000000
15,19,19,placement-000634,P02,W,White,,full,1.000000
15,20,20,placement-000635,P02,W,White,,full,1.000000
15,21,21,placement-000636,P01,B,Black,,full,1.000000
15,22,22,placement-000637,P01,B,Black,,full,1.000000
15,23,23,placement-000638,P01,B,Black,,full,1.000000
15,24,24,placement-000639,P01,B,Black,,full,1.000000
15,25,25,placement-000640,P01,B,Black,,full,1.000000
15,26,26,placement-000641,P01,B,Black,,full,1.000000
15,27,27,placement-000642,P01,B,Black,,full,1.000000
15,28,28,placement-000643,P01,B,Black,,full,1.000000
15,29,29,placement-000644,P02,W,White,,full,1.000000
15,30,30,placement-000645,P02,W,White,,full,1.000000
15,31,31,placement-000646,P02,W,White,,full,1.000000
15,32,32,placement-000647,P02,W,White,,full,1.000000
15,33,33,placement-000648,P02,W,White,,full,1.000000
15,34,34,placement-000649,P02,W,White,,full,1.000000
15,35,35,placement-000650,P02,W,White,,full,1.000000
15,36,36,placement-000651,P01,B,Black,,full,1.000000
15,37,37,placement-000652,P01,B,Black,,full,1.000000
15,38,38,placement-000653,P01,B,Black,,full,1.000000
15,39,39,placement-000654,P01,B,Black,,full,1.000000
15,40,40,placement-000655,P01,B,Black,,full,1.000000
15,41,41,placement-000656,P01,B,Black,,full,1.000000
15,42,42,placement-000657,P02,W,White,,full,1.000000
15,43,43,placement-000658,P02,W,White,,full,1.000000
15,44,44,placement-000659,P02,W,White,,edge_cut,0.943848
16,1,1,placement-000660,P02,W,White,,edge_cut,0.943848
16,2,2,placement-000661,P02,W,White,,full,1.000000
16,3,3,placement-000662,P02,W,White,,full,1.000000
16,4,4,placement-000663,P01,B,Black,,full,1.000000
16,5,5,placement-000664,P01,B,Black,,full,1.000000
16,6,6,placement-000665,P01,B,Black,,full,1.000000
16,7,7,placement-000666,P01,B,Black,,full,1.000000
16,8,8,placement-000667,P02,W,White,,full,1.000000
16,9,9,placement-000668,P02,W,White,,full,1.000000
16,10,10,placement-000669,P02,W,White,,full,1.000000
16,11,11,placement-000670,P02,W,White,,full,1.000000
16,12,12,placement-000671,P02,W,White,,full,1.000000
16,13,13,placement-000672,P02,W,White,,full,1.000000
16,14,14,placement-000673,P02,W,White,,full,1.000000
16,15,15,placement-000674,P02,W,White,,full,1.000000
16,16,16,placement-000675,P02,W,White,,full,1.000000
16,17,17,placement-000676,P02,W,White,,full,1.000000
16,18,18,placement-000677,P02,W,White,,full,1.000000
16,19,19,placement-000678,P02,W,White,,full,1.000000
16,20,20,placement-000679,P02,W,White,,full,1.000000
16,21,21,placement-000680,P01,B,Black,,full,1.000000
16,22,22,placement-000681,P01,B,Black,,full,1.000000
16,23,23,placement-000682,P01,B,Black,,full,1.000000
16,24,24,placement-000683,P01,B,Black,,full,1.000000
16,25,25,placement-000684,P01,B,Black,,full,1.000000
16,26,26,placement-000685,P01,B,Black,,full,1.000000
16,27,27,placement-000686,P01,B,Black,,full,1.000000
16,28,28,placement-000687,P01,B,Black,,full,1.000000
16,29,29,placement-000688,P02,W,White,,full,1.000000
16,30,30,placement-000689,P02,W,White,,full,1.000000
16,31,31,placement-000690,P02,W,White,,full,1.000000
16,32,32,placement-000691,P02,W,White,,full,1.000000
16,33,33,placement-000692,P02,W,White,,full,1.000000
16,34,34,placement-000693,P02,W,White,,full,1.000000
16,35,35,placement-000694,P02,W,White,,full,1.000000
16,36,36,placement-000695,P01,B,Black,,full,1.000000
16,37,37,placement-000696,P01,B,Black,,full,1.000000
16,38,38,placement-000697,P01,B,Black,,full,1.000000
16,39,39,placement-000698,P01,B,Black,,full,1.000000
16,40,40,placement-000699,P01,B,Black,,full,1.000000
16,41,41,placement-000700,P01,B,Black,,full,1.000000
16,42,42,placement-000701,P02,W,White,,full,1.000000
16,43,43,placement-000702,P02,W,White,,full,1.000000
16,44,44,placement-000703,P02,W,White,,edge_cut,0.362142
17,1,1,placement-000704,P02,W,White,,edge_cut,0.362142
17,2,2,placement-000705,P02,W,White,,full,1.000000
17,3,3,placement-000706,P02,W,White,,full,1.000000
17,4,4,placement-000707,P01,B,Black,,full,1.000000
17,5,5,placement-000708,P01,B,Black,,full,1.000000
17,6,6,placement-000709,P01,B,Black,,full,1.000000
17,7,7,placement-000710,P01,B,Black,,full,1.000000
17,8,8,placement-000711,P02,W,White,,full,1.000000
17,9,9,placement-000712,P02,W,White,,full,1.000000
17,10,10,placement-000713,P02,W,White,,full,1.000000
17,11,11,placement-000714,P02,W,White,,full,1.000000
17,12,12,placement-000715,P02,W,White,,full,1.000000
17,13,13,placement-000716,P02,W,White,,full,1.000000
17,14,14,placement-000717,P02,W,White,,full,1.000000
17,15,15,placement-000718,P02,W,White,,full,1.000000
17,16,16,placement-000719,P02,W,White,,full,1.000000
17,17,17,placement-000720,P02,W,White,,full,1.000000
17,18,18,placement-000721,P02,W,White,,full,1.000000
17,19,19,placement-000722,P02,W,White,,full,1.000000
17,20,20,placement-000723,P02,W,White,,full,1.000000
17,21,21,placement-000724,P02,W,White,,full,1.000000
17,22,22,placement-000725,P01,B,Black,,full,1.000000
17,23,23,placement-000726,P01,B,Black,,full,1.000000
17,24,24,placement-000727,P01,B,Black,,full,1.000000
17,25,25,placement-000728,P01,B,Black,,full,1.000000
17,26,26,placement-000729,P01,B,Black,,full,1.000000
17,27,27,placement-000730,P01,B,Black,,full,1.000000
17,28,28,placement-000731,P01,B,Black,,full,1.000000
17,29,29,placement-000732,P01,B,Black,,full,1.000000
17,30,30,placement-000733,P02,W,White,,full,1.000000
17,31,31,placement-000734,P02,W,White,,full,1.000000
17,32,32,placement-000735,P02,W,White,,full,1.000000
17,33,33,placement-000736,P02,W,White,,full,1.000000
17,34,34,placement-000737,P02,W,White,,full,1.000000
17,35,35,placement-000738,P02,W,White,,full,1.000000
17,36,36,placement-000739,P02,W,White,,full,1.000000
17,37,37,placement-000740,P01,B,Black,,full,1.000000
17,38,38,placement-000741,P01,B,Black,,full,1.000000
17,39,39,placement-000742,P01,B,Black,,full,1.000000
17,40,40,placement-000743,P01,B,Black,,full,1.000000
17,41,41,placement-000744,P01,B,Black,,full,1.000000
17,42,42,placement-000745,P01,B,Black,,full,1.000000
17,43,43,placement-000746,P02,W,White,,full,1.000000
17,44,44,placement-000747,P02,W,White,,edge_cut,0.943848
18,1,1,placement-000748,P02,W,White,,edge_cut,0.943848
18,2,2,placement-000749,P02,W,White,,full,1.000000
18,3,3,placement-000750,P01,B,Black,,full,1.000000
18,4,4,placement-000751,P01,B,Black,,full,1.000000
18,5,5,placement-000752,P01,B,Black,,full,1.000000
18,6,6,placement-000753,P01,B,Black,,full,1.000000
18,7,7,placement-000754,P02,W,White,,full,1.000000
18,8,8,placement-000755,P02,W,White,,full,1.000000
18,9,9,placement-000756,P02,W,White,,full,1.000000
18,10,10,placement-000757,P02,W,White,,full,1.000000
18,11,11,placement-000758,P02,W,White,,full,1.000000
18,12,12,placement-000759,P02,W,White,,full,1.000000
18,13,13,placement-000760,P02,W,White,,full,1.000000
18,14,14,placement-000761,P02,W,White,,full,1.000000
18,15,15,placement-000762,P02,W,White,,full,1.000000
18,16,16,placement-000763,P02,W,White,,full,1.000000
18,17,17,placement-000764,P02,W,White,,full,1.000000
18,18,18,placement-000765,P02,W,White,,full,1.000000
18,19,19,placement-000766,P02,W,White,,full,1.000000
18,20,20,placement-000767,P02,W,White,,full,1.000000
18,21,21,placement-000768,P02,W,White,,full,1.000000
18,22,22,placement-000769,P01,B,Black,,full,1.000000
18,23,23,placement-000770,P01,B,Black,,full,1.000000
18,24,24,placement-000771,P01,B,Black,,full,1.000000
18,25,25,placement-000772,P01,B,Black,,full,1.000000
18,26,26,placement-000773,P01,B,Black,,full,1.000000
18,27,27,placement-000774,P01,B,Black,,full,1.000000
18,28,28,placement-000775,P01,B,Black,,full,1.000000
18,29,29,placement-000776,P01,B,Black,,full,1.000000
18,30,30,placement-000777,P02,W,White,,full,1.000000
18,31,31,placement-000778,P02,W,White,,full,1.000000
18,32,32,placement-000779,P02,W,White,,full,1.000000
18,33,33,placement-000780,P02,W,White,,full,1.000000
18,34,34,placement-000781,P02,W,White,,full,1.000000
18,35,35,placement-000782,P02,W,White,,full,1.000000
18,36,36,placement-000783,P02,W,White,,full,1.000000
18,37,37,placement-000784,P01,B,Black,,full,1.000000
18,38,38,placement-000785,P01,B,Black,,full,1.000000
18,39,39,placement-000786,P01,B,Black,,full,1.000000
18,40,40,placement-000787,P01,B,Black,,full,1.000000
18,41,41,placement-000788,P01,B,Black,,full,1.000000
18,42,42,placement-000789,P01,B,Black,,full,1.000000
18,43,43,placement-000790,P02,W,White,,full,1.000000
18,44,44,placement-000791,P02,W,White,,edge_cut,0.362142
19,1,1,placement-000792,P02,W,White,,edge_cut,0.092921
19,2,2,placement-000793,P02,W,White,,edge_cut,0.274336
19,3,3,placement-000794,P02,W,White,,edge_cut,0.274336
19,4,4,placement-000795,P02,W,White,,edge_cut,0.274336
19,5,5,placement-000796,P02,W,White,,edge_cut,0.274336
19,6,6,placement-000797,P02,W,White,,edge_cut,0.274336
19,7,7,placement-000798,P02,W,White,,edge_cut,0.274336
19,8,8,placement-000799,P02,W,White,,edge_cut,0.274336
19,9,9,placement-000800,P02,W,White,,edge_cut,0.274336
19,10,10,placement-000801,P02,W,White,,edge_cut,0.274336
19,11,11,placement-000802,P02,W,White,,edge_cut,0.274336
19,12,12,placement-000803,P02,W,White,,edge_cut,0.274336
19,13,13,placement-000804,P02,W,White,,edge_cut,0.274336
19,14,14,placement-000805,P02,W,White,,edge_cut,0.274336
19,15,15,placement-000806,P02,W,White,,edge_cut,0.274336
19,16,16,placement-000807,P02,W,White,,edge_cut,0.274336
19,17,17,placement-000808,P02,W,White,,edge_cut,0.274336
19,18,18,placement-000809,P02,W,White,,edge_cut,0.274336
19,19,19,placement-000810,P02,W,White,,edge_cut,0.274336
19,20,20,placement-000811,P02,W,White,,edge_cut,0.274336
19,21,21,placement-000812,P02,W,White,,edge_cut,0.274336
19,22,22,placement-000813,P02,W,White,,edge_cut,0.274336
19,23,23,placement-000814,P02,W,White,,edge_cut,0.274336
19,24,24,placement-000815,P02,W,White,,edge_cut,0.274336
19,25,25,placement-000816,P02,W,White,,edge_cut,0.274336
19,26,26,placement-000817,P02,W,White,,edge_cut,0.274336
19,27,27,placement-000818,P02,W,White,,edge_cut,0.274336
19,28,28,placement-000819,P02,W,White,,edge_cut,0.274336
19,29,29,placement-000820,P02,W,White,,edge_cut,0.274336
19,30,30,placement-000821,P02,W,White,,edge_cut,0.274336
19,31,31,placement-000822,P02,W,White,,edge_cut,0.274336
19,32,32,placement-000823,P02,W,White,,edge_cut,0.274336
19,33,33,placement-000824,P02,W,White,,edge_cut,0.274336
19,34,34,placement-000825,P02,W,White,,edge_cut,0.274336
19,35,35,placement-000826,P02,W,White,,edge_cut,0.274336
19,36,36,placement-000827,P02,W,White,,edge_cut,0.274336
19,37,37,placement-000828,P02,W,White,,edge_cut,0.274336
19,38,38,placement-000829,P02,W,White,,edge_cut,0.274336
19,39,39,placement-000830,P02,W,White,,edge_cut,0.274336
19,40,40,placement-000831,P02,W,White,,edge_cut,0.274336
19,41,41,placement-000832,P02,W,White,,edge_cut,0.274336
19,42,42,placement-000833,P02,W,White,,edge_cut,0.274336
19,43,43,placement-000834,P02,W,White,,edge_cut,0.274336
19,44,44,placement-000835,P02,W,White,,edge_cut,0.263890
